,index,ICAO Empresa Aérea,Número Voo,Código Autorização (DI),Código Tipo Linha,ICAO Aeródromo Origem,ICAO Aeródromoo Destino
0,0,GLO,1844,0,N,SBGR,SBMO
1,1,TAM,3350,0,N,SBGR,SBSG
2,2,TAM,3557,0,N,SBGR,SBFI
3,3,TAM,3322,0,N,SBGR,SBFZ
4,4,TAM,3816,0,E,SBGR,SBSV
5,5,GLO,2078,0,N,SBGR,SBJU
6,6,TAM,3499,0,N,SBRF,SBGR
7,7,GLO,1281,0,N,SBRF,SBGR
8,8,TAM,3646,0,N,SBGR,SBRF
9,9,TUS,6562,0,C,SBGR,SBEG
10,10,GLO,1653,0,R,SBRF,SBFZ
11,11,GLO,1471,0,N,SBRF,SBGL
12,12,GLO,1401,0,N,SBRF,SBBR
13,13,TAM,3839,0,R,SBRF,SBGL
14,14,AZU,2999,0,L,SBGL,SBVT
15,15,TAM,3501,0,N,SBRF,SBGR
16,16,GLO,1617,0,N,SBRF,SBCF
17,17,AZU,4177,0,N,SBRF,SBCF
18,18,TAM,3181,0,N,SBBR,SBGR
19,19,ONE,6376,0,N,SBGR,SBJU
20,20,GLO,2034,0,N,SBGR,SBFZ
21,21,GLO,2060,0,N,SBGR,SBSV
22,22,GLO,2138,0,N,SBGR,SBRF
23,23,TAM,3441,0,R,SBCF,SBGR
24,24,GLO,1700,0,N,SBGR,SBRJ
25,25,GLO,1920,0,N,SBGR,SBCT
26,26,AZU,4058,0,N,SBBR,SBKP
27,27,AZU,4050,0,N,SBKP,SBFL
28,28,TAM,3173,0,N,SBBR,SBSP
29,29,TAM,3297,0,N,SBPA,SBGR
30,30,TAM,3760,0,N,SBSP,SBCY
31,31,TAM,3334,0,N,SBCT,SBGR
32,32,GLO,1544,0,N,SBGL,SBSG
33,33,GLO,2199,0,N,SBGR,SBSV
34,34,AZU,4134,0,N,SBPA,SBKP
35,35,GLO,1122,0,N,SBPA,SBCT
36,36,ONE,6312,0,N,SBGR,SBSV
37,37,AZU,2420,0,R,SBKP,SBCF
38,38,GLO,1739,0,N,SBPA,SBGL
39,39,GLO,1092,0,N,SBCF,SBSV
40,40,TAM,3901,0,E,SBRJ,SBSP
41,41,GLO,1661,0,N,SBCF,SBRJ
42,42,GLO,1514,0,N,SBBR,SBGO
43,43,TAM,3119,0,R,SBSP,SBNF
44,44,GLO,1770,0,N,SBGR,SBPS
45,45,TAM,3457,0,N,SBRF,SBBR
46,46,GLO,1990,0,N,SBGL,SBCF
47,47,AZU,2586,0,N,SBBR,SBCF
48,48,TAM,3902,0,E,SBSP,SBRJ
49,49,GLO,1400,0,N,SBSP,SBBR
50,50,GLO,1755,0,N,SBRF,SBSV
51,51,GLO,1921,0,N,SBCT,SBGR
52,52,AZU,2401,0,R,SBRJ,SBGR
53,53,AZU,4111,0,N,SBCF,SBPA
54,54,GLO,1283,0,N,SBRF,SBGR
55,55,ONE,6304,0,N,SBGR,SBRF
56,56,TAM,3270,0,R,SBSP,SBRP
57,57,GLO,2111,0,N,SBRJ,SBKP
58,58,TAM,3888,0,N,SBKP,SBBR
59,59,TAM,3242,0,R,SBSP,SBUL
60,60,TAM,3524,0,N,SBGR,SBRF
61,61,AZU,4010,0,N,SBKP,SBRJ
62,62,GLO,1260,0,N,SBGR,SBFL
63,63,TAM,3903,0,E,SBRJ,SBSP
64,64,TAM,3702,0,E,SBSP,SBBR
65,65,AZU,4981,0,N,SBRF,SBSV
66,66,TAM,3503,0,N,SBRF,SBGR
67,67,ONE,6372,0,N,SBGR,SBFZ
68,68,TAM,3157,0,N,SBGR,SBCT
69,69,GLO,1680,0,N,SBGR,SBBR
70,70,GLO,1440,0,N,SBGL,SBCT
71,71,ONE,6279,0,N,SBRF,SBGL
72,72,TAM,3496,0,R,SBCF,SBBR
73,73,GLO,1076,0,N,SBCT,SBBR
74,74,GLO,1341,0,N,SBGR,SBVT
75,75,GLO,1500,0,N,SBSP,SBFL
76,76,GLO,1473,0,N,SBRF,SBGL
77,77,TAM,3022,0,N,SBRJ,SBBR
78,78,AZU,4953,0,N,SBCF,SBCT
79,79,AZU,4186,0,N,SBKP,SBCF
80,80,ONE,6317,0,N,SBRF,SBGR
81,81,TAM,3304,0,N,SBRF,SBSV
82,82,TAM,3686,0,R,SBGR,SBGL
83,83,GLO,1005,0,E,SBRJ,SBSP
84,84,TAM,3306,0,N,SBGR,SBSG
85,85,GLO,1245,0,N,SBBR,SBGR
86,86,GLO,1303,0,N,SBCF,SBSP
87,87,GLO,1004,0,N,SBSP,SBRJ
88,88,AZU,4042,0,N,SBPA,SBKP
89,89,GLO,1918,0,N,SBGL,SBNF
90,90,TAM,3616,0,R,SBKP,SBGL
91,91,GLO,1401,0,N,SBBR,SBSP
92,92,TAM,3905,0,E,SBRJ,SBSP
93,93,GLO,1323,0,N,SBRF,SBFZ
94,94,GLO,1701,0,R,SBRJ,SBGR
95,95,TAM,3385,0,N,SBCF,SBGL
96,96,GLO,1622,0,N,SBGL,SBBR
97,97,GLO,2024,0,N,SBKP,SBBR
98,98,TAM,3711,0,E,SBBR,SBSP
99,99,AZU,2640,0,N,SBRJ,SBBR
100,100,TAM,3896,0,N,SBGR,SBSV
101,101,GLO,1550,0,N,SBGL,SBPA
102,102,GLO,1125,0,N,SBCF,SBCT
103,103,GLO,1801,0,N,SBCF,SBGR
104,104,AZU,4004,0,N,SBKP,SBRJ
105,105,TAM,3906,0,E,SBSP,SBRJ
106,106,GLO,1123,0,N,SBCT,SBPA
107,107,TAM,3147,0,N,SBBR,SBRJ
108,108,TAM,3564,0,N,SBGL,SBRF
109,109,GLO,2136,0,N,SBRJ,SBBR
110,110,TAM,3444,0,N,SBGL,SBBR
111,111,GLO,1122,0,N,SBCT,SBMG
112,112,AZU,4370,0,N,SBKP,SBGL
113,113,GLO,1006,0,E,SBSP,SBRJ
114,114,ONE,6250,0,N,SBGR,SBSV
115,115,GLO,1934,0,N,SBGL,SBAR
116,116,GLO,1923,0,N,SBCT,SBGR
117,117,AZU,4041,0,N,SBCF,SBKP
118,118,AZU,2763,0,R,SBPA,SBSP
119,119,AZU,6962,0,N,SBGL,SBKP
120,120,GLO,1262,0,N,SBGR,SBFL
121,121,GLO,1402,0,N,SBSP,SBBR
122,122,AZU,2411,0,R,SBCF,SBGR
123,123,TAM,3890,0,N,SBRF,SBFZ
124,124,GLO,1780,0,N,SBGR,SBGO
125,125,TAM,3299,0,N,SBGR,SBPA
126,126,GLO,2144,0,N,SBPA,SBCF
127,127,TAM,3685,0,R,SBGL,SBGR
128,128,GLO,1124,0,N,SBPA,SBCT
129,129,AZU,4063,0,N,SBKP,SBPA
130,130,TAM,3005,0,N,SBSP,SBSR
131,131,AZU,4082,0,N,SBCT,SBKP
132,132,ONE,6311,0,N,SBRF,SBSV
133,133,TAM,3466,0,N,SBGR,SBGO
134,134,GLO,2020,0,N,SBGR,SBPA
135,135,TAM,3023,0,N,SBBR,SBRJ
136,136,AZU,2684,0,R,SBCF,SBSP
137,137,GLO,1660,0,N,SBRJ,SBCF
138,138,GLO,1470,0,N,SBGL,SBRF
139,139,TAM,3723,0,E,SBBR,SBSP
140,140,TAM,3201,0,E,SBCF,SBSP
141,141,GLO,1880,0,N,SBGL,SBJP
142,142,TAM,3848,0,N,SBPA,SBGR
143,143,TAM,3415,0,N,SBGR,SBFL
144,144,AZU,4196,0,N,SBKP,SBCF
145,145,GLO,1441,0,N,SBCT,SBGL
146,146,AZU,4430,0,N,SBCF,SBBR
147,147,GLO,1220,0,N,SBSP,SBCX
148,148,TAM,3130,0,N,SBSP,SBVT
149,149,GLO,2171,0,N,SBRF,SBSV
150,150,AZU,5040,0,R,SBKP,SBCA
151,151,GLO,1258,0,N,SBSP,SBNF
152,152,AZU,2540,0,N,SBCF,SBUR
153,153,TAM,3909,0,E,SBRJ,SBSP
154,154,GLO,1683,0,N,SBBR,SBGR
155,155,TAM,3262,0,N,SBSP,SBCF
156,156,AZU,4293,0,N,SBKP,SBCY
157,157,TAM,3344,0,R,SBGR,SBCF
158,158,TAM,3460,0,N,SBSP,SBGO
159,159,TAM,3476,0,R,SBGR,SBMO
160,160,GLO,1922,0,N,SBGR,SBCT
161,161,AZU,4008,0,N,SBKP,SBCG
162,162,AZU,4013,0,N,SBRJ,SBKP
163,163,AZU,4076,0,N,SBKP,SBVT
164,164,TAM,3362,0,N,SBGR,SBVT
165,165,TAM,3103,0,R,SBSP,SBFL
166,166,AZU,2400,0,N,SBGR,SBRJ
167,167,AZU,2403,0,R,SBRJ,SBGR
168,168,GLO,1623,0,N,SBBR,SBRF
169,169,TAM,3562,0,N,SBGR,SBBR
170,170,GLO,1600,0,N,SBSP,SBGL
171,171,GLO,1403,0,N,SBBR,SBSP
172,172,AZU,4134,0,N,SBKP,SBBR
173,173,TAM,3910,0,E,SBSP,SBRJ
174,174,GLO,1365,0,N,SBGR,SBGL
175,175,GLO,1144,0,N,SBBR,SBKP
176,176,GLO,1703,0,R,SBRJ,SBGR
177,177,AZU,2840,0,N,SBKP,SBEG
178,178,AZU,6956,0,N,SBCT,SBGR
179,179,TAM,3504,0,N,SBGR,SBRF
180,180,TAM,3411,0,N,SBGL,SBPA
181,181,ONE,6240,0,N,SBCT,SBBR
182,182,GLO,1904,0,N,SBBR,SBCT
183,183,AZU,4284,0,N,SBKP,SBCT
184,184,GLO,1011,0,E,SBRJ,SBSP
185,185,GLO,1010,0,E,SBSP,SBRJ
186,186,AZU,4151,0,N,SBBR,SBKP
187,187,GLO,1991,0,N,SBCF,SBGL
188,188,AZU,2641,0,N,SBBR,SBRJ
189,189,TAM,3080,0,N,SBGL,SBRF
190,190,GLO,1853,0,N,SBPA,SBGR
191,191,GLO,1886,0,N,SBSP,SBBR
192,192,TAM,3740,0,R,SBSP,SBSV
193,193,AZU,2618,0,N,SBSP,SBPA
194,194,AZU,5120,0,R,SBKP,SBAU
195,195,AZU,5029,0,N,SBCF,SBKP
196,196,AZU,4058,0,N,SBKP,SBPA
197,197,AZU,4236,0,R,SBCT,SBRJ
198,198,GLO,1442,0,N,SBGL,SBCT
199,199,TAM,3515,0,N,SBRF,SBGR
200,200,TAM,3536,0,N,SBGL,SBFZ
201,201,GLO,2004,0,N,SBGR,SBRJ
202,202,GLO,1483,0,N,SBBR,SBRJ
203,203,TAM,3554,0,N,SBCT,SBGR
204,204,GLO,1601,0,N,SBGL,SBSP
205,205,GLO,1405,0,N,SBBR,SBSP
206,206,AZU,2522,0,R,SBCF,SBVT
207,207,AZU,2521,0,R,SBCF,SBGO
208,208,AZU,5142,0,N,SBCT,SBCA
209,209,ONE,6220,0,E,SBRJ,SBBR
210,210,GLO,1551,0,N,SBPA,SBGL
211,211,GLO,1484,0,N,SBRJ,SBBR
212,212,GLO,1094,0,N,SBCF,SBSV
213,213,TAM,3216,0,N,SBSP,SBCF
214,214,TAM,3333,0,N,SBGR,SBCT
215,215,TAM,3574,0,N,SBGR,SBFZ
216,216,TAM,3394,0,N,SBGR,SBRP
217,217,TAM,3866,0,N,SBGL,SBCT
218,218,TAM,3169,0,N,SBGR,SBFI
219,219,ONE,6172,0,N,SBSP,SBBR
220,220,ONE,6153,0,N,SBGL,SBGR
221,221,AZU,4156,0,N,SBPA,SBCT
222,222,AZU,6923,0,N,SBGR,SBCF
223,223,AZU,5026,0,N,SBCF,SBCJ
224,224,TAM,3198,0,N,SBGL,SBSV
225,225,GLO,1739,0,N,SBGL,SBSV
226,226,AZU,2551,0,N,SBCF,SBRF
227,227,AZU,5006,0,R,SBPA,SBGR
228,228,GLO,1013,0,E,SBRJ,SBSP
229,229,ONE,6319,0,N,SBGR,SBBR
230,230,TAM,3086,0,R,SBGL,SBSG
231,231,GLO,1307,0,N,SBCF,SBSP
232,232,AZU,5176,0,N,SBKP,SBTG
233,233,GLO,1816,0,N,SBBR,SBPA
234,234,ONE,6262,0,N,SBGL,SBFL
235,235,TAM,3913,0,E,SBRJ,SBSP
236,236,TAM,3289,0,N,SBGR,SBPA
237,237,AZU,5032,0,N,SBCF,SBCY
238,238,ONE,6218,0,N,SBGL,SBBR
239,239,GLO,1443,0,N,SBCT,SBGL
240,240,TAM,3701,0,E,SBBR,SBSP
241,241,TAM,3266,0,N,SBGL,SBMO
242,242,GLO,1872,0,N,SBGR,SBCY
243,243,GLO,2112,0,N,SBKP,SBRJ
244,244,GLO,2082,0,N,SBGR,SBBR
245,245,GLO,1625,0,N,SBBR,SBGL
246,246,AZU,6950,0,N,SBKP,SBRF
247,247,TAM,3860,0,N,SBBR,SBRF
248,248,GLO,1248,0,N,SBSP,SBCN
249,249,GLO,1302,0,N,SBSP,SBCF
250,250,AZU,2700,0,N,SBGR,SBRF
251,251,AZU,2460,0,N,SBRJ,SBME
252,252,AZU,4082,0,N,SBKP,SBSV
253,253,GLO,1756,0,N,SBGL,SBKP
254,254,AZU,4042,0,N,SBKP,SBCF
255,255,AZU,4163,0,N,SBPA,SBNF
256,256,TAM,3748,0,N,SBGR,SBEG
257,257,AZU,4234,0,N,SBRF,SBFZ
258,258,TAM,3914,0,E,SBSP,SBRJ
259,259,ONE,6291,0,N,SBBR,SBGO
260,260,GLO,1124,0,N,SBCT,SBCF
261,261,TAM,3420,0,N,SBGL,SBBE
262,262,AZU,4186,0,N,SBCF,SBBE
263,263,AZU,4207,0,N,SBRF,SBSV
264,264,AZU,2728,0,N,SBKP,SBKG
265,265,TAM,3380,0,R,SBGL,SBCF
266,266,GLO,1162,0,N,SBGR,SBSV
267,267,GLO,1864,0,N,SBBR,SBSV
268,268,ONE,6200,0,N,SBGL,SBSV
269,269,AZU,4101,0,N,SBKP,SBAR
270,270,TAM,3284,0,R,SBBR,SBPS
271,271,AZU,2672,0,N,SBGL,SBCP
272,272,TAM,3078,0,N,SBPA,SBGL
273,273,GLO,1014,0,E,SBSP,SBRJ
274,274,GLO,1015,0,E,SBRJ,SBSP
275,275,GLO,2165,0,N,SBRF,SBGL
276,276,GLO,1282,0,N,SBGR,SBRF
277,277,TAM,3302,0,N,SBGR,SBFZ
278,278,TAM,3025,0,N,SBBR,SBRJ
279,279,AZU,5166,0,N,SBCF,SBRJ
280,280,TAM,3057,0,N,SBBR,SBPA
281,281,AZU,6962,0,N,SBKP,SBFZ
282,282,AZU,4950,0,N,SBCT,SBCF
283,283,AZU,5019,0,R,SBBR,SBGR
284,284,GLO,1502,0,N,SBSP,SBFL
285,285,GLO,1822,0,N,SBGR,SBFZ
286,286,GLO,1125,0,N,SBCT,SBPA
287,287,AZU,4273,0,N,SBGL,SBKP
288,288,TAM,3457,0,N,SBBR,SBGO
289,289,GLO,1743,0,N,SBGL,SBGR
290,290,GLO,1152,0,N,SBCF,SBVT
291,291,GLO,1517,0,E,SBPA,SBSP
292,292,GLO,1912,0,N,SBBR,SBSL
293,293,GLO,1407,0,E,SBBR,SBSP
294,294,GLO,2008,0,N,SBGR,SBCF
295,295,TAM,3045,0,N,SBSP,SBPA
296,296,ONE,6004,0,E,SBSP,SBRJ
297,297,ONE,6005,0,N,SBRJ,SBSP
298,298,AZU,4241,0,N,SBKP,SBGL
299,299,GLO,1764,0,N,SBBR,SBTE
300,300,AZU,4960,0,N,SBGR,SBGO
301,301,GLO,1650,0,R,SBGR,SBEG
302,302,AZU,2412,0,N,SBGR,SBCF
303,303,GLO,1654,0,N,SBBR,SBEG
304,304,GLO,1922,0,N,SBCT,SBFI
305,305,TAM,3840,0,N,SBBR,SBTE
306,306,GLO,1485,0,N,SBBR,SBRJ
307,307,GLO,1603,0,N,SBGL,SBSP
308,308,TAM,3768,0,R,SBRJ,SBCF
309,309,AZU,4257,0,N,SBRF,SBKP
310,310,TAM,3346,0,N,SBSP,SBFL
311,311,ONE,6356,0,N,SBGR,SBSV
312,312,GLO,1204,0,N,SBSP,SBPA
313,313,TAM,3794,0,N,SBSP,SBGL
314,314,AZU,5138,0,R,SBKP,SBPF
315,315,GLO,1946,0,N,SBPA,SBFL
316,316,TAM,3188,0,N,SBGL,SBFI
317,317,GLO,1240,0,N,SBGR,SBSG
318,318,GLO,1840,0,N,SBGR,SBMO
319,319,GLO,1460,0,N,SBGL,SBFI
320,320,TAM,3312,0,N,SBBR,SBSG
321,321,GLO,1285,0,N,SBRF,SBGR
322,322,GLO,1402,0,N,SBBR,SBPJ
323,323,TAM,3917,0,E,SBRJ,SBSP
324,324,TAM,3552,0,R,SBBR,SBIZ
325,325,AZU,4480,0,R,SBKP,SBCH
326,326,AZU,4210,0,N,SBRJ,SBCF
327,327,GLO,1745,0,N,SBGL,SBGR
328,328,ONE,6305,0,N,SBRF,SBGR
329,329,AZU,4285,0,N,SBCT,SBKP
330,330,TAM,3345,0,N,SBCF,SBGR
331,331,AZU,4053,0,N,SBKP,SBCF
332,332,TAM,3024,0,N,SBRJ,SBBR
333,333,GLO,1590,0,N,SBGR,SBBE
334,334,AZU,2604,0,R,SBGR,SBCY
335,335,TAM,3856,0,N,SBCF,SBBR
336,336,TAM,3718,0,E,SBSP,SBBR
337,337,GLO,2025,0,N,SBPA,SBGR
338,338,GLO,1962,0,N,SBGL,SBSV
339,339,TAM,3648,0,N,SBBR,SBCY
340,340,AZU,4431,0,N,SBBR,SBCF
341,341,AZU,2402,0,R,SBGR,SBRJ
342,342,ONE,6127,0,N,SBPA,SBGR
343,343,AZU,2696,0,R,SBSP,SBCF
344,344,TAM,3237,0,N,SBSP,SBCT
345,345,AZU,2873,0,E,SBCT,SBSP
346,346,TAM,3526,0,N,SBBR,SBPV
347,347,TAM,3263,0,N,SBCF,SBSP
348,348,GLO,1634,0,N,SBRJ,SBVT
349,349,TAM,3076,0,N,SBGL,SBVT
350,350,GLO,1602,0,N,SBSP,SBGL
351,351,TAM,3918,0,E,SBSP,SBRJ
352,352,GLO,1968,0,N,SBBR,SBBE
353,353,GLO,1180,0,N,SBGR,SBRF
354,354,TAM,3875,0,N,SBBR,SBFL
355,355,GLO,1706,0,N,SBGR,SBRJ
356,356,TAM,3444,0,N,SBBR,SBBE
357,357,AZU,4961,0,N,SBGR,SBCT
358,358,TAM,3083,0,N,SBRF,SBGL
359,359,GLO,1130,0,E,SBSP,SBMG
360,360,GLO,1350,0,N,SBGR,SBAR
361,361,AZU,6922,0,N,SBCF,SBGR
362,362,AZU,4282,0,N,SBKP,SBCT
363,363,TAM,3280,0,R,SBBR,SBJP
364,364,TAM,3804,0,N,SBGR,SBSV
365,365,TAM,3703,0,E,SBBR,SBSP
366,366,TAM,4700,0,R,SBGL,SBFL
367,367,ONE,6132,0,N,SBGR,SBJP
368,368,TAM,3554,0,N,SBGR,SBBE
369,369,GLO,1018,0,E,SBSP,SBRJ
370,370,GLO,1584,0,N,SBBR,SBGO
371,371,AZU,4179,0,N,SBKP,SBBR
372,372,GLO,1672,0,N,SBBR,SBFZ
373,373,TAM,3216,0,N,SBCF,SBSV
374,374,TAM,3528,0,R,SBBR,SBMQ
375,375,TAM,3700,0,N,SBSP,SBBR
376,376,TAM,3320,0,N,SBGR,SBSL
377,377,GLO,1106,0,N,SBSP,SBCT
378,378,AZU,4080,0,N,SBKP,SBCY
379,379,ONE,6279,0,N,SBGL,SBPA
380,380,AZU,4156,0,N,SBCT,SBFI
381,381,TAM,3887,0,N,SBBR,SBCT
382,382,GLO,1616,0,N,SBCF,SBRF
383,383,ONE,6174,0,N,SBGR,SBFL
384,384,GLO,1604,0,N,SBSP,SBGL
385,385,GLO,1109,0,E,SBCT,SBSP
386,386,ONE,6312,0,N,SBRF,SBPL
387,387,PTB,2234,0,R,SBGR,SBQV
388,388,AZU,4006,0,N,SBKP,SBRJ
389,389,GLO,2136,0,N,SBBR,SBHT
390,390,GLO,1662,0,N,SBRJ,SBCF
391,391,TAM,3825,0,E,SBBR,SBRJ
392,392,GLO,1805,0,N,SBCF,SBGR
393,393,TAM,3920,0,E,SBSP,SBRJ
394,394,TAM,3534,0,N,SBBR,SBRB
395,395,GLO,1924,0,N,SBGR,SBCT
396,396,GLO,1406,0,N,SBSP,SBBR
397,397,GLO,1696,0,N,SBGL,SBVT
398,398,AZU,5050,0,R,SBRJ,SBFL
399,399,GLO,1302,0,N,SBCF,SBMK
400,400,TAM,3664,0,N,SBGR,SBAR
401,401,AZU,2861,0,N,SBGR,SBPA
402,402,GLO,1854,0,N,SBGR,SBPA
403,403,GLO,1524,0,N,SBSP,SBNF
404,404,TAM,3549,0,N,SBRF,SBGR
405,405,AZU,2508,0,N,SBBR,SBPJ
406,406,GLO,2139,0,N,SBCF,SBSP
407,407,GLO,1380,0,N,SBGR,SBFI
408,408,GLO,1144,0,N,SBKP,SBGL
409,409,TAM,3066,0,N,SBBR,SBFZ
410,410,AZU,4043,0,N,SBCF,SBKP
411,411,TAM,3310,0,N,SBGR,SBSG
412,412,TAM,3352,0,N,SBBR,SBKP
413,413,TAM,3921,0,E,SBRJ,SBSP
414,414,GLO,1554,0,N,SBGL,SBPA
415,415,GLO,1742,0,N,SBRJ,SBBR
416,416,GLO,1404,0,N,SBBR,SBGL
417,417,GLO,1330,0,N,SBSP,SBUL
418,418,GLO,1910,0,N,SBCT,SBGL
419,419,GLO,1913,0,N,SBRF,SBFZ
420,420,ONE,6007,0,E,SBRJ,SBSP
421,421,ONE,6390,0,N,SBGR,SBFZ
422,422,AZU,2409,0,N,SBRJ,SBVT
423,423,TAM,4750,0,N,SBBR,SBMA
424,424,ONE,6024,0,N,SBSP,SBRJ
425,425,GLO,1566,0,N,SBSP,SBFI
426,426,GLO,2044,0,N,SBGR,SBGL
427,427,GLO,1504,0,N,SBSP,SBFL
428,428,AZU,4274,0,N,SBKP,SBCX
429,429,TAM,3845,0,N,SBBR,SBCF
430,430,AZU,4015,0,N,SBRJ,SBKP
431,431,GLO,1147,0,N,SBRF,SBBR
432,432,TAM,3922,0,E,SBSP,SBRJ
433,433,GLO,2114,0,N,SBKP,SBRJ
434,434,AZU,2872,0,N,SBSP,SBCT
435,435,AZU,5006,0,R,SBGR,SBBR
436,436,ONE,6324,0,N,SBGR,SBRF
437,437,GLO,1665,0,N,SBCF,SBRJ
438,438,AZU,4001,0,N,SBKP,SBNF
439,439,TAM,3769,0,R,SBCF,SBRJ
440,440,TAM,3356,0,N,SBGR,SBJP
441,441,AZU,6928,0,N,SBRJ,SBGR
442,442,TAM,3867,0,N,SBCT,SBGL
443,443,AZU,4148,0,N,SBKP,SBGO
444,444,AZU,4263,0,N,SBGL,SBKP
445,445,GLO,2008,0,N,SBCF,SBIL
446,446,GLO,1836,0,N,SBBR,SBMA
447,447,AZU,4059,0,N,SBPA,SBKP
448,448,GLO,1022,0,N,SBSP,SBRJ
449,449,TAM,3279,0,N,SBSP,SBPA
450,450,AZU,5071,0,N,SBCF,SBRJ
451,451,GLO,1366,0,N,SBKP,SBCT
452,452,GLO,1207,0,E,SBPA,SBSP
453,453,TAM,3343,0,R,SBCF,SBGR
454,454,ONE,6308,0,N,SBBR,SBSG
455,455,ONE,6320,0,N,SBBR,SBSV
456,456,ONE,6226,0,N,SBGL,SBSV
457,457,AZU,5084,0,N,SBRJ,SBCF
458,458,AZU,2628,0,R,SBCF,SBSP
459,459,GLO,1605,0,N,SBGL,SBSP
460,460,TAM,3821,0,N,SBBR,SBGL
461,461,GLO,2047,0,N,SBGL,SBGR
462,462,AZU,4448,0,N,SBPA,SBRJ
463,463,GLO,1942,0,N,SBCF,SBGO
464,464,GLO,1023,0,E,SBRJ,SBSP
465,465,TAM,3144,0,N,SBGL,SBSV
466,466,TAM,3288,0,N,SBPA,SBGR
467,467,GEC,8273,0,G,SBCT,SBKP
468,468,TAM,3431,0,N,SBGL,SBPA
469,469,ONE,6374,0,N,SBBR,SBFZ
470,470,GLO,2152,0,N,SBRJ,SBFL
471,471,ONE,6342,0,N,SBBR,SBJP
472,472,TAM,3924,0,E,SBSP,SBRJ
473,473,GLO,1140,0,E,SBSP,SBLO
474,474,TAM,3602,0,N,SBGR,SBPS
475,475,TAM,3008,0,N,SBCT,SBSP
476,476,ONE,6300,0,N,SBBR,SBRF
477,477,TAM,3451,0,N,SBRF,SBBR
478,478,ONE,6222,0,N,SBBR,SBAR
479,479,AZU,4462,0,N,SBKP,SBIL
480,480,TAM,3274,0,R,SBSP,SBRP
481,481,TAM,3258,0,N,SBGL,SBRF
482,482,AZU,4210,0,N,SBCF,SBPS
483,483,TAM,3511,0,R,SBGL,SBGR
484,484,AZU,4950,0,N,SBCF,SBBR
485,485,AZU,2766,0,N,SBSP,SBPA
486,486,GLO,1164,0,N,SBGR,SBSV
487,487,AZU,4962,0,N,SBCT,SBGR
488,488,AZU,4312,0,N,SBKP,SBSR
489,489,TAM,3229,0,R,SBBR,SBVT
490,490,AZU,4946,0,N,SBKP,SBCN
491,491,GLO,1964,0,N,SBGL,SBSV
492,492,TAM,3925,0,E,SBRJ,SBSP
493,493,TAM,3044,0,N,SBPA,SBSP
494,494,GLO,1108,0,N,SBSP,SBCT
495,495,AZU,4235,0,N,SBCF,SBSL
496,496,GLO,1925,0,N,SBCT,SBGR
497,497,GLO,1707,0,N,SBRJ,SBGR
498,498,TAM,3494,0,N,SBGR,SBGL
499,499,AZU,6902,0,R,SBKP,SBCM
500,500,GLO,1760,0,N,SBBR,SBCY
501,501,TAM,3194,0,N,SBRJ,SBVT
502,502,GLO,1846,0,N,SBCF,SBPS
503,503,AZU,6912,0,R,SBKP,SBDO
504,504,TAM,3154,0,N,SBGR,SBSV
505,505,TAM,3330,0,N,SBCT,SBGR
506,506,TAM,3121,0,R,SBSP,SBNF
507,507,GLO,1857,0,N,SBPA,SBGR
508,508,ONE,6306,0,N,SBBR,SBMO
509,509,AZU,4283,0,N,SBCT,SBKP
510,510,PTB,2264,0,R,SBGR,SBRP
511,511,TAM,3329,0,N,SBGR,SBCT
512,512,TAM,3926,0,E,SBSP,SBRJ
513,513,AZU,2532,0,R,SBCF,SBIP
514,514,TAM,3576,0,N,SBBR,SBMO
515,515,TAM,3766,0,N,SBGL,SBEG
516,516,AZU,5019,0,R,SBGR,SBPA
517,517,GLO,1982,0,N,SBGR,SBVT
518,518,GLO,1390,0,N,SBGL,SBMO
519,519,ONE,6122,0,N,SBGR,SBPA
520,520,TAM,3507,0,N,SBRF,SBGR
521,521,TAM,3709,0,E,SBBR,SBSP
522,522,GLO,2064,0,N,SBGR,SBFL
523,523,TAM,3138,0,E,SBSP,SBCG
524,524,GLO,1900,0,N,SBGR,SBFZ
525,525,TAM,3560,0,N,SBBR,SBSV
526,526,AZU,4116,0,N,SBCF,SBSV
527,527,GLO,1662,0,N,SBCF,SBUL
528,528,TAM,3927,0,E,SBRJ,SBSP
529,529,AZU,2560,0,R,SBCF,SBQV
530,530,GLO,1027,0,E,SBRJ,SBSP
531,531,AZU,2578,0,R,SBCF,SBGV
532,532,TAM,3091,0,N,SBSP,SBPA
533,533,TAM,3132,0,N,SBSP,SBVT
534,534,GLO,1084,0,N,SBCF,SBBR
535,535,AZU,4007,0,N,SBRJ,SBKP
536,536,TAM,3360,0,N,SBGR,SBCF
537,537,ONE,6008,0,E,SBSP,SBRJ
538,538,TAM,3859,0,N,SBCT,SBPA
539,539,TAM,3294,0,N,SBPA,SBGR
540,540,TAM,3928,0,E,SBSP,SBRJ
541,541,TAM,3878,0,N,SBGR,SBFZ
542,542,TAM,3636,0,N,SBGR,SBMO
543,543,TAM,3754,0,N,SBRJ,SBCF
544,544,TAM,3026,0,N,SBRJ,SBBR
545,545,AZU,2413,0,R,SBCF,SBGR
546,546,AZU,2405,0,R,SBRJ,SBGR
547,547,GLO,1360,0,N,SBSP,SBCG
548,548,GLO,1111,0,N,SBCT,SBSP
549,549,ONE,6035,0,N,SBRJ,SBSP
550,550,ONE,6314,0,N,SBGR,SBSV
551,551,GLO,1892,0,N,SBGR,SBCG
