,index,ICAO Empresa Aérea,Número Voo,Código Autorização (DI),Código Tipo Linha,ICAO Aeródromo Origem,ICAO Aeródromoo Destino
3582,394976,TAM,3234,0,R,SBBR,SBPS
3583,395038,AZU,2496,0,N,SBKP,SBDN
3584,395149,AZU,2652,0,R,SBSP,SBCF
3585,395628,GLO,1695,0,N,SBGL,SBKP
3586,395737,GLO,1695,0,N,SBKP,SBCT
3587,395882,GLO,1695,0,N,SBCT,SBPA
3588,396293,GLO,1696,0,N,SBPA,SBCT
3589,396434,GLO,1696,0,N,SBCT,SBKP
3590,396562,GLO,1696,0,N,SBKP,SBGL
3591,396762,AZU,2561,0,N,SBCF,SBGL
3592,396766,TAM,3314,0,N,SBSP,SBNF
3593,398597,ONE,6112,0,N,SBGR,SBPA
3594,400417,AZU,2570,0,R,SBCF,SBEG
3595,402460,GLO,1587,0,R,SBBR,SBSP
3596,403213,AZU,5753,0,R,SBKP,SBDO
3597,405015,AZU,2589,0,R,SBGR,SBBR
3598,405044,AZU,2570,0,R,SBGL,SBCF
3599,405613,AZU,5146,0,R,SBCT,SBCA
3600,406090,AZU,2472,0,R,SBSP,SBCF
3601,406848,AZU,2542,0,N,SBRJ,SBFL
3602,407562,TUS,8473,0,G,SBCF,SBCB
3603,409049,TTL,5683,0,L,SBGR,SBGL
3604,409061,TTL,5683,0,N,SBGL,SBVT
3605,410629,TTL,5683,0,L,SBGL,SBVT
3606,413324,TTL,5683,0,N,SBGR,SBGL
3607,413793,TAM,3087,0,R,SBRF,SBGL
3608,414412,TUS,8471,0,G,SBCF,SBPA
3609,416639,TAM,3639,0,N,SBGL,SBMO
3610,419166,AZU,2500,0,N,SBRJ,SBNF
3611,419485,AZU,2822,0,N,SBCF,SBCB
3612,419665,AZU,2574,0,N,SBRJ,SBCG
3613,420110,AZU,2546,0,N,SBRJ,SBNF
3614,420590,AZU,2703,0,N,SBCF,SBKP
3615,420643,AZU,2985,0,N,SBKP,SBMG
3616,421347,GLO,1230,0,E,SBRF,SBSL
3617,421394,AZU,6926,0,N,SBRF,SBFZ
3618,421498,AZU,6927,0,N,SBRF,SBMO
3619,423963,AZU,6970,0,N,SBRF,SBFZ
3620,424317,AZU,5212,0,N,SBPA,SBKP
3621,424367,AZU,2475,0,N,SBCT,SBKP
3622,424429,AZU,2702,0,N,SBKP,SBCF
3623,424584,AZU,5746,0,N,SBCF,SBSG
3624,424678,AZU,6932,0,N,SBGR,SBCF
3625,424746,AZU,2941,0,N,SBGR,SBJV
3626,424750,AZU,5049,0,N,SBGR,SBCG
3627,424864,AZU,5706,0,N,SBCF,SBUL
3628,424872,ONE,6267,0,N,SBCT,SBGR
3629,424874,AZU,2915,0,N,SBRF,SBMO
3630,425135,PTB,2370,0,R,SBGR,SBCA
3631,425238,GLO,1410,0,N,SBSP,SBIL
3632,425295,AZU,4081,0,N,SBGR,SBCT
3633,425312,AZU,2624,0,N,SBGR,SBMG
3634,425326,AZU,2844,0,N,SBGR,SBZM
3635,425382,GLO,1110,0,N,SBSP,SBMG
3636,425480,AZU,2548,0,N,SBGR,SBRP
3637,425507,AZU,5036,0,N,SBGR,SBUL
3638,425513,AZU,2724,0,N,SBGR,SBJV
3639,425669,GLO,1374,0,N,SBGR,SBCT
3640,425699,AZU,2572,0,N,SBGR,SBRP
3641,425774,AZU,2760,0,N,SBCF,SBMK
3642,425897,AZU,2861,0,N,SBGR,SBJV
3643,426069,PTB,2368,0,R,SBGR,SBCA
3644,426357,AZU,5034,0,N,SBGR,SBUL
3645,426480,AZU,4401,0,N,SBPA,SBUG
3646,426837,AZU,2562,0,N,SBGR,SBRP
3647,426841,GLO,1271,0,N,SBGL,SBSP
3648,427244,AZU,6909,0,N,SBRF,SBMO
3649,428090,ONE,6368,0,N,SBGR,SBGO
3650,428116,AZU,5208,0,N,SBKP,SBJV
3651,428130,AZU,5003,0,N,SBPA,SBGR
3652,428156,AZU,2475,0,N,SBKP,SBSV
3653,428164,AZU,2505,0,N,SBKP,SBFI
3654,428206,AZU,5003,0,N,SBGR,SBBR
3655,428236,AZU,2864,0,N,SBGR,SBZM
3656,428246,AZU,4133,0,N,SBGR,SBCT
3657,428260,ONE,6264,0,N,SBGR,SBCT
3658,428338,AZU,5152,0,N,SBBR,SBGR
3659,428395,GLO,1020,0,E,SBSP,SBDN
3660,428404,GLO,1950,0,N,SBSP,SBSV
3661,428423,AZU,5159,0,N,SBGR,SBPA
3662,428806,GLO,1604,0,N,SBPA,SBGL
3663,428866,GLO,1275,0,N,SBGR,SBMG
3664,429006,AZU,4116,0,N,SBRJ,SBCP
3665,429387,GLO,1436,0,N,SBSP,SBSV
3666,429393,AZU,4014,0,N,SBRJ,SBCP
3667,429395,AZU,4127,0,N,SBRJ,SBBH
3668,429604,GLO,1606,0,N,SBSP,SBFL
3669,429796,AZU,4130,0,N,SBRJ,SBBH
3670,430142,TAM,3622,0,N,SBGR,SBPS
3671,430208,AZU,4039,0,N,SBRJ,SBCP
3672,430417,GLO,1268,0,N,SBSP,SBGL
3673,430701,AZU,5033,0,N,SBBR,SBGR
3674,430735,AZU,2642,0,N,SBRJ,SBGO
3675,430805,AZU,2820,0,N,SBCF,SBLE
3676,431188,TAM,3090,0,E,SBPA,SBCT
3677,431192,AZU,5184,0,N,SBPA,SBNF
3678,431869,TAM,3146,0,N,SBGR,SBSV
3679,431916,AZU,2646,0,N,SBRJ,SBGO
3680,431936,GLO,1767,0,N,SBSP,SBLO
3681,431989,AZU,5209,0,N,SBRJ,SBPA
3682,432012,AZU,4141,0,N,SBPA,SBKP
3683,432036,TAM,3532,0,N,SBRF,SBGR
3684,432088,TAM,3532,0,N,SBGR,SBPA
3685,432101,AZU,2970,0,N,SBGR,SBRJ
3686,432165,AZU,4171,0,N,SBKP,SBRJ
3687,432199,AZU,6946,0,N,SBKP,SBFZ
3688,432283,AZU,2991,0,N,SBCF,SBFE
3689,432287,AZU,6972,0,N,SBCF,SBAX
3690,432293,TAM,3643,0,N,SBCT,SBFI
3691,432296,AZU,5068,0,N,SBPA,SBUG
3692,432303,GLO,1028,0,E,SBSP,SBLO
3693,432314,AZU,2866,0,N,SBKP,SBRP
3694,432317,AZU,2648,0,N,SBRJ,SBGO
3695,432323,AZU,2972,0,N,SBCF,SBMK
3696,432434,AZU,4078,0,N,SBPA,SBGR
3697,432448,AZU,2846,0,N,SBGR,SBJV
3698,432536,AZU,5202,0,N,SBCF,SBUR
3699,432633,AZU,2590,0,N,SBGR,SBRP
3700,432770,TAM,3458,0,R,SBGR,SBEG
3701,433198,AZU,4980,0,N,SBRF,SBSL
3702,435508,TAM,3735,0,R,SBGL,SBPA
3703,435533,TAM,3835,0,N,SBGR,SBCT
3704,435766,AZU,4950,0,N,SBKP,SBRJ
3705,436057,AZU,5272,0,N,SBKP,SBFL
3706,436092,GLO,1435,0,N,SBSP,SBSV
3707,436118,AZU,2971,0,N,SBRJ,SBGR
3708,436122,AZU,2850,0,N,SBKP,SBPF
3709,436163,TAM,3348,0,N,SBGR,SBBR
3710,436206,PTB,2251,0,R,SBGL,SBRP
3711,436474,AZU,2714,0,N,SBKP,SBSV
3712,436534,AZU,4078,0,N,SBGR,SBBR
3713,436846,AZU,2468,0,N,SBCF,SBKP
3714,437037,AZU,4318,0,N,SBCF,SBGL
3715,437136,AZU,4339,0,N,SBGL,SBCF
3716,437286,AZU,6997,0,N,SBCF,SBGL
3717,437361,AZU,6998,0,N,SBGL,SBCF
3718,437370,AZU,4098,0,N,SBKP,SBCT
3719,437425,AZU,2462,0,N,SBBR,SBCF
3720,437462,AZU,2460,0,N,SBCF,SBKP
3721,437464,AZU,6938,0,N,SBKP,SBDO
3722,437484,AZU,2461,0,N,SBCF,SBBR
3723,438208,TAM,3783,0,R,SBGL,SBPA
3724,438787,TAM,3878,0,N,SBRF,SBFZ
3725,438867,AZU,2463,0,N,SBKP,SBCF
3726,439494,TAM,3408,0,R,SBGR,SBEG
3727,439745,GLO,1206,0,N,SBSP,SBPS
3728,439835,GLO,1088,0,N,SBCT,SBMG
3729,440116,TAM,4707,0,N,SBRF,SBBR
3730,440216,TAM,3077,0,N,SBBR,SBGO
3731,440252,GLO,4814,0,N,SBSP,SBPA
3732,440381,TAM,3370,0,N,SBGR,SBSV
3733,440448,TAM,3206,0,N,SBGR,SBFZ
3734,440552,GLO,1396,0,E,SBSP,SBPS
3735,441707,GLO,1152,0,N,SBCT,SBMG
3736,444406,AZU,5796,0,N,SBCF,SBGL
3737,444427,AZU,5759,0,N,SBGL,SBCF
3738,444479,GLO,1324,0,N,SBSP,SBCF
3739,444547,AZU,2742,0,N,SBRF,SBFZ
3740,444586,GLO,4811,0,N,SBPA,SBSP
3741,444845,TAM,4679,0,N,SBGR,SBCT
3742,446002,TAM,3707,0,R,SBGR,SBSG
3743,448558,GLO,1424,0,N,SBSP,SBFI
3744,448597,GLO,2187,0,N,SBSP,SBCT
3745,448662,TAM,3254,0,N,SBGR,SBRF
3746,448801,AZU,2442,0,N,SBGR,SBMO
3747,448803,TAM,3606,0,N,SBGR,SBTE
3748,448811,GLO,1906,0,E,SBSP,SBDN
3749,448907,AZU,2450,0,N,SBGR,SBSG
3750,449431,AZU,5222,0,N,SBKP,SBUR
3751,449725,AZU,4227,0,N,SBKP,SBGO
3752,449813,AZU,5220,0,N,SBKP,SBUR
3753,453367,TAM,3354,0,N,SBGR,SBCT
3754,453434,AZU,4395,0,N,SBBR,SBKP
3755,453443,ONE,6068,0,N,SBSP,SBGL
3756,453545,GLO,1180,0,N,SBSP,SBUL
3757,453715,GLO,4914,0,N,SBGL,SBFZ
3758,453929,TAM,3982,0,N,SBGR,SBSL
3759,454019,ONE,6366,0,N,SBGR,SBMO
3760,454021,GLO,1710,0,N,SBGL,SBAR
3761,454050,ONE,6194,0,N,SBGR,SBJP
3762,454510,ONE,6196,0,N,SBGR,SBAR
3763,454846,ONE,6394,0,N,SBGR,SBFZ
3764,454847,GLO,5898,0,N,SBGR,SBSV
3765,454872,AZU,2638,0,N,SBKP,SBSV
3766,455359,GLO,5896,0,N,SBGL,SBSV
3767,455599,ONE,6392,0,N,SBGR,SBFZ
3768,455648,TAM,3523,0,E,SBSP,SBSV
3769,455786,AZU,2641,0,N,SBKP,SBTE
3770,455870,PTB,2226,0,R,SBBR,SBQV
3771,456327,TAM,3433,0,N,SBSP,SBNF
3772,457959,TAM,3822,0,N,SBBR,SBTE
3773,457999,TCV,855,0,I,SBRF,SBFZ
3774,458993,GLO,4896,0,N,SBGR,SBRF
3775,458994,GLO,4916,0,N,SBGR,SBFZ
3776,459141,GLO,4912,0,N,SBBR,SBFZ
3777,459163,GLO,4892,0,N,SBBR,SBRF
3778,459229,GLO,4893,0,N,SBRF,SBGL
3779,459461,GLO,4895,0,N,SBRF,SBGR
3780,459800,GLO,4936,0,N,SBGR,SBAE
3781,459901,GLO,4894,0,N,SBGL,SBRF
3782,460633,TAM,3196,0,E,SBCT,SBGR
3783,460682,GLO,5894,0,N,SBBR,SBSV
3784,460704,AZU,5224,0,N,SBKP,SBUR
3785,460726,GLO,4817,0,N,SBBR,SBSP
3786,460730,GLO,1911,0,N,SBRF,SBGR
3787,460875,TAM,3149,0,N,SBCF,SBSP
3788,461497,GLO,1634,0,N,SBRJ,SBNF
3789,464600,AZU,2875,0,N,SBGR,SBJV
3790,465536,GLO,1536,0,E,SBSP,SBLO
3791,466306,AZU,9282,2,N,SBKP,SBAR
3792,466307,TAM,9168,2,N,SBGL,SBFZ
3793,466308,TAM,9119,2,N,SBGR,SBFZ
3794,466309,AZU,9240,2,N,SBCF,SBAR
3795,466313,GLO,9100,2,N,SBGR,SBRF
3796,466315,GLO,9206,2,N,SBGR,SBTE
3797,466316,TAM,9227,2,N,SBGL,SBSG
3798,466317,TAM,9185,2,N,SBGL,SBSV
3799,466319,GLO,5898,0,R,SBGR,SBSV
3800,466320,TAM,9064,2,N,SBBR,SBSV
3801,466321,TAM,9120,2,N,SBGL,SBMO
3802,466322,GLO,9109,2,N,SBGR,SBSG
3803,466324,AZU,9137,2,N,SBRF,SBGR
3804,466325,GLO,9215,2,N,SBGR,SBFL
3805,466327,TAM,9123,2,N,SBRF,SBGL
3806,466329,GLO,9093,2,N,SBRF,SBBR
3807,466330,AZU,9111,2,N,SBRF,SBCF
3808,466332,AZU,2,2,N,SBKP,SBBH
3809,466334,GLO,9070,2,N,SBRF,SBCF
3810,466335,GLO,9085,2,N,SBGL,SBFI
3811,466340,TTL,5681,4,N,SBGR,SBFL
3812,466341,TAM,9009,2,N,SBRF,SBGL
3813,466349,GLO,5892,0,N,SBGR,SBSV
3814,466362,TAM,9127,2,N,SBGL,SBFZ
3815,466404,GLO,4891,0,N,SBRF,SBBR
3816,466474,TAM,3090,0,N,SBPA,SBCT
3817,466497,AZU,9006,2,N,SBPA,SBNF
3818,466508,TAM,3523,0,N,SBSP,SBSV
3819,466526,AZU,9012,2,N,SBCF,SBCB
3820,466560,GLO,9140,2,N,SBKP,SBSG
3821,466582,AZU,9132,2,N,SBKP,SBPS
3822,466586,GLO,9130,2,N,SBGL,SBFZ
3823,466591,GLO,2132,4,N,SBSP,SBPA
3824,466603,AZU,9174,2,N,SBCF,SBSV
3825,466608,AZU,9223,2,N,SBKP,SBPS
3826,466634,AZU,9266,2,N,SBKP,SBLO
3827,466643,GLO,1070,0,R,SBBR,SBMO
3828,466653,AZU,9214,2,N,SBCF,SBMK
3829,466679,AZU,9154,2,N,SBCF,SBPS
3830,466716,AZU,9272,2,N,SBCF,SBIP
3831,466725,AZU,9256,2,N,SBCF,SBIL
3832,466729,AZU,9040,2,N,SBKP,SBRF
3833,466730,AZU,9127,2,N,SBRF,SBAR
3834,466753,ONE,9520,1,N,SBGR,SBEG
3835,466797,AZU,9176,2,N,SBCF,SBJP
3836,466798,GLO,2126,4,N,SBCF,SBBE
3837,466803,AZU,9112,2,N,SBKP,SBJU
3838,466812,AZU,9058,2,N,SBKP,SBSG
3839,466863,GLO,9780,6,N,SBPA,SBSP
3840,466865,AZU,9274,2,N,SBRJ,SBFL
3841,466910,AZU,9270,2,N,SBBR,SBRF
3842,466912,TAM,9128,2,N,SBPA,SBGL
3843,466919,AZU,9056,2,N,SBRJ,SBSV
3844,466940,AZU,9116,2,N,SBCF,SBGL
3845,466944,AZU,9216,2,N,SBPA,SBNF
3846,466963,AZU,9103,2,N,SBPA,SBCT
3847,466978,AZU,9160,2,N,SBSP,SBCF
3848,467012,GLO,4820,0,E,SBSP,SBDN
3849,467019,AZU,9192,2,N,SBGR,SBFL
3850,467050,AZU,9164,2,N,SBSP,SBSV
3851,467058,AZU,9130,2,N,SBKP,SBZM
3852,467072,AZU,9102,2,N,SBCT,SBPA
3853,467074,AZU,9261,2,N,SBCF,SBSV
3854,467080,AZU,9117,2,N,SBGL,SBCF
3855,467081,AZU,9196,2,N,SBKP,SBFZ
3856,467112,AZU,9202,2,N,SBKP,SBPF
3857,467125,AZU,4274,4,N,SBKP,SBPA
3858,467129,AZU,9218,2,N,SBRF,SBKP
3859,467139,TAM,9196,2,N,SBGL,SBJP
3860,467168,AZU,5019,3,N,SBGR,SBGR
3861,467186,AZU,9016,2,N,SBCF,SBSP
3862,467195,AZU,9204,2,N,SBGR,SBNF
3863,467209,AZU,9246,2,N,SBKP,SBCT
3864,467215,AZU,9271,2,N,SBRF,SBBR
3865,467222,AZU,9166,2,N,SBSP,SBPS
3866,467225,AZU,9161,2,N,SBCF,SBSP
3867,467286,AZU,9125,2,N,SBCT,SBFI
3868,467297,AZU,9640,6,N,SBPA,SBKP
3869,467309,AZU,9260,2,N,SBGR,SBRJ
3870,467311,GLO,9142,2,N,SBKP,SBFZ
3871,467334,AZU,9246,2,N,SBCT,SBPA
3872,467338,GLO,1088,0,R,SBCT,SBMG
3873,467343,GLO,9132,2,N,SBGL,SBJP
3874,467347,TAM,9552,6,N,SBGL,SBGR
3875,467391,TAM,9102,2,N,SBBR,SBSV
3876,467415,AZU,9128,2,N,SBKP,SBIL
3877,467428,GLO,1746,0,R,SBGR,SBGL
3878,467445,ONE,9580,6,N,SBBR,SBGR
3879,467459,AZU,9162,2,N,SBSP,SBSV
3880,467494,AZU,9149,2,N,SBPA,SBFI
3881,467500,AZU,9017,2,N,SBSP,SBCF
3882,467501,AZU,9088,2,N,SBCF,SBGV
3883,467628,AZU,9152,2,N,SBCF,SBCB
3884,467646,AZU,9004,2,N,SBPA,SBFL
3885,467676,AZU,9232,2,N,SBKP,SBGL
3886,467740,AZU,5130,4,N,SBKP,SBML
3887,467757,GLO,2102,4,N,SBSP,SBGL
3888,467759,AZU,9070,2,N,SBKP,SBFI
3889,467767,AZU,9258,2,N,SBBR,SBSV
3890,467769,AZU,9190,2,N,SBGR,SBFL
3891,467781,AZU,9206,2,N,SBRF,SBPL
3892,467814,AZU,9120,2,N,SBKP,SBPF
3893,467822,AZU,9042,2,N,SBKP,SBDN
3894,467838,TAM,3488,4,R,SBBR,SBSR
3895,467867,AZU,9136,2,N,SBGR,SBRF
3896,467889,PTB,2222,4,N,SBBR,SBSV
3897,467903,TAM,9183,2,N,SBGL,SBSG
3898,467905,AZU,9233,2,N,SBGL,SBKP
3899,467910,TAM,3715,4,E,SBBR,SBGR
3900,467923,AZU,9036,2,N,SBCF,SBSG
3901,467929,GLO,1152,0,R,SBCT,SBMG
3902,467941,AZU,9283,2,N,SBKP,SBFZ
3903,467943,AZU,9170,2,N,SBKP,SBMG
3904,467958,TAM,9122,2,N,SBGL,SBRF
3905,467962,GLO,9920,6,N,SBSP,SBGR
3906,467964,AZU,9066,2,N,SBKP,SBZM
3907,467966,AZU,9035,2,N,SBKP,SBNF
3908,467974,GLO,9157,2,N,SBGR,SBJU
3909,467991,TAM,9188,2,N,SBBR,SBRF
3910,467999,AZU,9138,2,N,SBGR,SBMO
3911,468002,AZU,9200,2,N,SBKP,SBMO
3912,468003,AZU,9252,2,N,SBKP,SBSV
3913,468005,AZU,9126,2,N,SBKP,SBCF
3914,468006,TAM,9215,2,N,SBGL,SBFI
3915,468008,TAM,9174,2,N,SBRF,SBGR
3916,468011,AZU,9021,2,N,SBCF,SBCB
3917,468013,GLO,2102,4,N,SBGL,SBCF
3918,468029,TAM,9198,2,N,SBCF,SBFL
3919,468030,PTB,9796,2,N,SBGR,SBCA
3920,468035,AZU,9238,2,N,SBCF,SBFZ
3921,468036,AZU,9140,2,N,SBCF,SBSG
3922,468042,TAM,9008,2,N,SBGL,SBRF
3923,468044,AZU,9080,2,N,SBKP,SBPL
3924,468045,AZU,9110,2,N,SBCF,SBRF
3925,468047,GLO,9067,2,N,SBCF,SBSV
3926,468052,AZU,9114,2,N,SBKP,SBPS
3927,468054,AZU,9291,2,N,SBRF,SBSG
3928,468055,GLO,9041,2,N,SBPA,SBGL
3929,468056,GLO,9027,2,N,SBCT,SBSV
3930,468057,GLO,9080,2,N,SBGL,SBMO
3931,468058,AZU,9228,2,N,SBGR,SBPS
3932,468065,AZU,9217,2,N,SBKP,SBSG
3933,468066,AZU,9242,2,N,SBRF,SBJU
3934,468068,GLO,9101,2,N,SBRF,SBGR
3935,468072,GLO,9035,2,N,SBPA,SBRF
3936,468074,GLO,9055,2,N,SBGL,SBFZ
3937,468076,GLO,9210,2,N,SBGL,SBPS
3938,468079,AZU,9076,2,N,SBCF,SBMO
3939,468091,GLO,9113,2,N,SBGR,SBCG
3940,468092,GLO,9036,2,N,SBRF,SBPA
3941,468095,TAM,9175,2,N,SBGR,SBRF
3942,468103,GLO,9042,2,N,SBGL,SBPA
3943,468108,TAM,9089,2,N,SBRF,SBBR
3944,468111,TAM,9005,2,N,SBGR,SBSV
3945,468160,GLO,1424,0,R,SBSP,SBFI
3946,468166,TAM,3763,4,R,SBSP,SBCT
3947,468211,AZU,9640,6,N,SBCF,SBBH
3948,468231,GLO,9066,2,N,SBGL,SBGO
3949,468294,GLO,1122,4,N,SBCT,SBCG
3950,468332,AZU,9570,7,N,SBCF,SBFZ
3951,468391,TAM,3368,0,N,SBGR,SBVT
3952,468397,GLO,9354,9,N,SBKP,SBSG
3953,468421,AZU,9232,2,N,SBKP,SBPS
3954,468431,GLO,9548,9,N,SBGR,SBSG
3955,468437,AZU,2478,4,N,SBCT,SBCY
3956,468445,AZU,9029,2,N,SBCF,SBMO
3957,468475,AZU,2702,0,R,SBKP,SBCF
3958,468493,AZU,2475,0,R,SBKP,SBSV
3959,468494,AZU,9217,2,N,SBKP,SBRF
3960,468508,AZU,6998,0,R,SBGL,SBCF
3961,468541,AZU,9134,2,N,SBKP,SBDB
3962,468571,AZU,9287,3,N,SBKP,SBKP
3963,468584,TAM,3212,4,N,SBBR,SBJP
3964,468592,GLO,9546,9,N,SBCF,SBFZ
3965,468593,AZU,9286,2,N,SBKP,SBDN
3966,468600,GLO,9134,2,N,SBSP,SBRF
3967,468601,GLO,1375,0,N,SBSP,SBPS
3968,468602,TAM,3196,0,N,SBCT,SBGR
3969,468614,AZU,9236,2,N,SBRF,SBFN
3970,468623,GLO,9320,9,N,SBGR,SBMO
3971,468631,AZU,9276,2,N,SBRJ,SBFL
3972,468637,GLO,1968,2,N,SBBR,SBBE
3973,468638,AZU,4982,4,N,SBCT,SBDN
3974,468659,ONE,9580,6,N,SBSP,SBBR
3975,468664,AZU,2702,4,N,SBCF,SBSV
3976,468671,GLO,9508,9,N,SBCF,SBIL
3977,468676,GLO,1180,0,R,SBSP,SBUL
3978,468693,TAM,9202,2,N,SBBR,SBAR
3979,468694,GLO,9358,9,N,SBCF,SBSV
3980,468714,AZU,9578,7,N,SBPA,SBCT
3981,468728,GLO,1906,4,E,SBSP,SBMG
3982,468737,TAM,9060,2,N,SBBR,SBSG
3983,468742,AZU,9090,2,N,SBGR,SBPS
3984,468744,TAM,9180,2,N,SBBR,SBJP
3985,468762,TAM,9240,2,N,SBCT,SBPA
3986,468765,GLO,9051,2,N,SBRJ,SBSV
3987,468786,TAM,9108,2,N,SBGR,SBSV
3988,468789,AZU,9272,2,N,SBKP,SBSG
3989,468797,TAM,9086,2,N,SBBR,SBFZ
3990,468798,GLO,1516,0,N,SBSP,SBIL
3991,468802,GLO,9049,2,N,SBRJ,SBPS
3992,468811,AZU,9280,2,N,SBKP,SBBR
3993,468815,TAM,9011,2,N,SBGL,SBFL
3994,468816,GLO,9506,9,N,SBGL,SBPS
3995,468831,AZU,9564,7,N,SBKP,SBFL
3996,468832,TAM,9038,2,N,SBGR,SBFZ
3997,468833,AZU,9270,2,N,SBRF,SBFN
3998,468842,GLO,9525,9,N,SBSP,SBPS
3999,468847,GLO,9501,9,N,SBRF,SBGR
4000,468849,TAM,9500,3,N,SBGR,SBGR
4001,468850,AZU,9579,7,N,SBCT,SBPS
4002,468854,AZU,9287,2,N,SBKP,SBMG
4003,468856,TAM,9074,2,N,SBBR,SBSG
4004,468865,GLO,9422,9,N,SBSP,SBPS
4005,468868,TAM,9050,2,N,SBGR,SBRF
4006,468872,AZU,9021,2,N,SBKP,SBPS
4007,468876,GLO,9037,2,N,SBPA,SBSG
4008,468882,TAM,9078,2,N,SBBR,SBMO
4009,468884,AZU,9218,3,N,SBRF,SBRF
4010,468904,AZU,9202,2,N,SBCF,SBCB
4011,468907,GLO,9328,9,N,SBGR,SBSG
4012,468909,AZU,9572,7,N,SBCF,SBSV
4013,468910,GLO,1757,2,N,SBGR,SBBR
4014,468911,AZU,9093,2,N,SBRF,SBGO
4015,468917,TAM,9412,9,N,SBGR,SBSG
4016,468924,AZU,9532,7,N,SBCF,SBMO
4017,468926,TAM,9368,9,N,SBSP,SBTC
4018,468949,AZU,9520,7,N,SBCF,SBSV
4019,468953,AZU,9086,2,N,SBRF,SBSG
4020,468959,GLO,9420,9,N,SBCF,SBSG
4021,468960,AZU,9023,2,N,SBKP,SBMO
4022,468973,GLO,9402,9,N,SBSP,SBDB
4023,468974,GLO,9528,9,N,SBCF,SBMO
4024,468977,GLO,9542,9,N,SBSP,SBPS
4025,468978,GLO,9540,9,N,SBGR,SBSV
4026,468987,AZU,9078,2,N,SBCF,SBSG
4027,468995,GLO,4832,0,N,SBGL,SBRF
4028,469008,AZU,9116,2,N,SBKP,SBDN
4029,469012,GLO,1610,4,N,SBSP,SBGL
4030,469027,AZU,2653,3,N,SBCF,SBCF
4031,469036,TAM,9270,7,N,SBSP,SBPS
4032,469037,GLO,9001,2,N,SBSP,SBLO
4033,469039,TAM,9082,2,N,SBBR,SBRF
4034,469041,GLO,9529,9,N,SBKP,SBPS
4035,469043,AZU,9234,2,N,SBKP,SBPS
4036,469055,TAM,9136,2,N,SBGR,SBCY
4037,469064,GLO,9536,9,N,SBGR,SBFZ
4038,469065,TAM,9555,6,N,SBGR,SBSP
4039,469066,TAM,4684,0,N,SBBR,SBRF
4040,469072,TAM,3307,4,N,SBGL,SBFZ
4041,469075,TAM,9066,2,N,SBBR,SBSV
4042,469078,GLO,9007,2,N,SBRF,SBGO
4043,469084,GLO,9889,6,N,SBCF,SBRJ
4044,469097,AZU,9582,7,N,SBCF,SBSG
4045,469102,AZU,9250,2,N,SBPA,SBGR
4046,469105,GLO,9500,9,N,SBGR,SBRF
4047,469114,TAM,9173,2,N,SBGL,SBSV
4048,469115,TAM,9051,2,N,SBRF,SBFZ
4049,469117,GLO,9880,6,N,SBCF,SBBR
4050,469118,GLO,9504,9,N,SBBR,SBPS
4051,469130,TAM,3096,0,N,SBGR,SBSV
4052,469136,TAM,9006,2,N,SBGR,SBLO
4053,469140,GLO,9510,9,N,SBCF,SBPS
4054,469150,AZU,9645,6,N,SBKP,SBRF
4055,469154,AZU,9257,2,N,SBKP,SBPS
4056,469167,GLO,9440,9,N,SBCF,SBPS
4057,469172,TAM,9114,2,N,SBGL,SBPA
4058,469184,AZU,9574,7,N,SBCF,SBSG
4059,469187,AZU,9092,2,N,SBGR,SBCG
4060,469190,AZU,9597,7,N,SBCT,SBPA
4061,469192,GLO,9534,9,N,SBGR,SBMO
4062,469195,GLO,4833,0,N,SBRF,SBGL
4063,469209,GLO,9418,9,N,SBCF,SBPS
4064,469236,TAM,9083,2,N,SBRF,SBBR
4065,469247,GLO,9057,2,N,SBCF,SBPS
4066,469255,TAM,9157,2,N,SBBR,SBPA
4067,469271,GLO,9556,9,N,SBGL,SBSG
4068,469281,TAM,9414,9,N,SBGR,SBSG
4069,469295,GLO,9356,9,N,SBCF,SBPS
4070,469307,GLO,9473,9,N,SBCF,SBFZ
4071,469314,AZU,9105,2,N,SBCT,SBPA
4072,469317,GLO,1320,2,N,SBSP,SBCF
4073,469320,TAM,9492,9,N,SBGR,SBPS
4074,469324,GLO,9543,4,N,SBGL,SBSP
4075,469330,AZU,9103,2,N,SBCF,SBPS
4076,469332,TAM,9113,2,N,SBPA,SBGL
4077,469336,GLO,9053,2,N,SBRJ,SBFI
4078,469347,GLO,1374,0,R,SBGR,SBCT
4079,469351,TAM,3135,4,E,SBGL,SBGR
4080,469352,AZU,9304,2,N,SBRF,SBKP
4081,469355,GLO,9096,2,N,SBBR,SBEG
4082,469361,AZU,9590,7,N,SBBR,SBSG
4083,469362,TAM,9080,2,N,SBBR,SBRF
4084,469364,TAM,9189,2,N,SBRF,SBBR
4085,469369,TAM,9084,2,N,SBBR,SBFZ
4086,469376,GLO,9094,2,N,SBBR,SBJP
4087,469380,GLO,9560,9,N,SBGL,SBMO
4088,469386,GLO,9092,2,N,SBBR,SBRF
4089,469389,GLO,9526,9,N,SBPA,SBMO
4090,469398,GLO,9043,2,N,SBBR,SBBV
4091,469399,GLO,9059,2,N,SBCF,SBPS
4092,469400,TAM,9268,9,N,SBPA,SBPS
4093,469406,GLO,9082,2,N,SBGL,SBSV
4094,469407,GLO,9069,2,N,SBCF,SBMO
